height,entropybit,IsContract,tx,netstakeweight,modifier,flags,IsSuperBlock,querytime,fees_collected,mint,MoneySupply,claim->mining_id,difficulty,size,location,time,username,,locktime,netstakeweight,txid,contracts,vout->0->value,vout->0->scriptPubKey->addresses,vout->0->scriptPubKey->type,time
53,1,False,['8acdcd213bce9c1370fd830ba79c90ea715f6a68e77142ac2eced6719d5835cd'],180700778.1848732,00000319cee0af93,proof-of-work ,False,1,0,68.00100619,340571702.4735502,ca895b47aacffbdbf906201821af2f9f,0.003739735201525134,395,"Bruges, Belgium",1413154701,unknown user,,0,180700778.1848732,8acdcd213bce9c1370fd830ba79c90ea715f6a68e77142ac2eced6719d5835cd,[],68.00100619,['SGTcVAUpiYhC7MHy8CpcqxNh8krjjYAH4Y'],pubkeyhash,1413154701

54,0,False,['5379c360e77cd6c52f129a803c7ed5a205eaa565646643aadf6bbfc2c5fce6db'],180700778.1848732,00000319cee0af93,proof-of-work ,False,1,0,68.00100619,340571770.4745564,ca895b47aacffbdbf906201821af2f9f,0.004110538131442885,405,"Bruges, Belgium",1413154745,unknown user,,0,180813558.5613733,5379c360e77cd6c52f129a803c7ed5a205eaa565646643aadf6bbfc2c5fce6db,[],68.00100619,['SGTcVAUpiYhC7MHy8CpcqxNh8krjjYAH4Y'],pubkeyhash,1413154745

55,0,False,['8cb5230892f8cc14dad02ea67c6ba3ce4a5c5c717cf0d32e5d2657bf51f55546'],180700778.1848732,00000319cee0af93,proof-of-work ,False,1,0,30,340571800.4745564,9b5d1991732a99ef14342ca932a9ffe3,0.004243685659936344,392,"Bruges, Belgium",1413154917,unknown user,,0,180700778.1848732,8cb5230892f8cc14dad02ea67c6ba3ce4a5c5c717cf0d32e5d2657bf51f55546,[],30,['RxhhHQA5KhVD3mDwmkBGVA76rBGJSaUocG'],pubkeyhash,1413154912

56,1,False,['0a16f8f2afc7a64eb8d7c30bf8f97051412a4b0bb15421f305abaab57130b5a3'],180700778.1848732,00191f19cee0af93,proof-of-work stake-modifier ,False,2,0,30,340571830.4745564,9b5d1991732a99ef14342ca932a9ffe3,0.003479578825216458,392,"Bruges, Belgium",1413154933,unknown user,,0,180813558.5613733,0a16f8f2afc7a64eb8d7c30bf8f97051412a4b0bb15421f305abaab57130b5a3,[],30,['RxhhHQA5KhVD3mDwmkBGVA76rBGJSaUocG'],pubkeyhash,1413154925

57,0,False,['3c5848a0ba49e4fbddf4adea56bf1de049907ebfc4320d099c369320cb7e0ed9'],180700778.1848732,00191f19cee0af93,proof-of-work ,False,1,0,30,340571860.4745564,9b5d1991732a99ef14342ca932a9ffe3,0.003808162291923895,392,"Bruges, Belgium",1413154968,unknown user,,0,180813558.5613733,3c5848a0ba49e4fbddf4adea56bf1de049907ebfc4320d099c369320cb7e0ed9,[],30,['RxhhHQA5KhVD3mDwmkBGVA76rBGJSaUocG'],pubkeyhash,1413154960

58,0,False,['83266cf70337d2d5763b37f5b4ce8da3f7b96aae85745a83e5ef100a6a1defca'],180700778.1848732,00191f19cee0af93,proof-of-work ,False,2,0,30,340571890.4745564,9b5d1991732a99ef14342ca932a9ffe3,0.004004506605190295,392,"Bruges, Belgium",1413154980,unknown user,,0,180813558.5613733,83266cf70337d2d5763b37f5b4ce8da3f7b96aae85745a83e5ef100a6a1defca,[],30,['RxhhHQA5KhVD3mDwmkBGVA76rBGJSaUocG'],pubkeyhash,1413154972

59,0,False,['075e9ac43fec44bfe9bae17c38515a68b30d2aba51fcf51e4845c4eaec57e58c'],180700778.1848732,00191f19cee0af93,proof-of-work ,False,1,0,30,340571920.4745564,9b5d1991732a99ef14342ca932a9ffe3,0.004420585283198066,392,"Bruges, Belgium",1413154984,unknown user,,0,180813558.5613733,075e9ac43fec44bfe9bae17c38515a68b30d2aba51fcf51e4845c4eaec57e58c,[],30,['RxhhHQA5KhVD3mDwmkBGVA76rBGJSaUocG'],pubkeyhash,1413154984

60,0,False,['7aa0579eca656683d1de9f2440250d66599b0f7b12e03119c4c4d3613e4ef678'],180700778.1848732,00191f19cee0af93,proof-of-work ,False,2,0,30,340571950.4745564,9b5d1991732a99ef14342ca932a9ffe3,0.004965880269053946,392,"Bruges, Belgium",1413154997,unknown user,,0,180813558.5613733,7aa0579eca656683d1de9f2440250d66599b0f7b12e03119c4c4d3613e4ef678,[],30,['RxhhHQA5KhVD3mDwmkBGVA76rBGJSaUocG'],pubkeyhash,1413154990

61,0,False,['8485fcc311f1d88300a5472647155899f8dcb2d2d7b6525e5a8390d7e158dfae'],180700778.1848732,00191f19cee0af93,proof-of-work ,False,1,0,30,340571980.4745564,e76ce017a085a6842d907bb921e0501a,0.005470002003205128,404,"Bruges, Belgium",1413155013,unknown user,,0,180813558.5613733,8485fcc311f1d88300a5472647155899f8dcb2d2d7b6525e5a8390d7e158dfae,[],30,['S8sqVFQD4fLTjtTsMy6ZZemVhQKvFftteJ'],pubkeyhash,1413155013

62,0,False,['942c3988eb88472eabd32935adb220c2d1a093f3a84a9a4cda2f1c3da6e2991c'],180700778.1848732,00191f19cee0af93,proof-of-work ,False,2,0,30,340572010.4745564,c01aa662c7bc039f6049de8ac93699d7,0.005986532289181984,393,"Bruges, Belgium",1413155037,unknown user,,0,180813558.5613733,942c3988eb88472eabd32935adb220c2d1a093f3a84a9a4cda2f1c3da6e2991c,[],30,['SBvMjvVt7MgNRN4mbgW8ApRX4Ppaw9akdp'],pubkeyhash,1413155037

63,0,False,['51447cf625ddc5d3260038d4fde6442d139d8372406b2742a56f61793e66bbe8'],180700778.1848732,00191f19cee0af93,proof-of-work ,False,2,0,30,340572040.4745564,e76ce017a085a6842d907bb921e0501a,0.006441287616687216,403,"Bruges, Belgium",1413155051,unknown user,,0,180813558.5613733,51447cf625ddc5d3260038d4fde6442d139d8372406b2742a56f61793e66bbe8,[],30,['S8sqVFQD4fLTjtTsMy6ZZemVhQKvFftteJ'],pubkeyhash,1413155051

64,0,False,['572e4df6641a92afbcf3ce06ef1bd5b4fb75c88a5f2804fe8f1375fe25b576db'],180700778.1848732,00191f19cee0af93,proof-of-work ,False,2,0,30,340572070.4745564,9b5d1991732a99ef14342ca932a9ffe3,0.00707992957989933,392,"Bruges, Belgium",1413155065,unknown user,,0,180813558.5613733,572e4df6641a92afbcf3ce06ef1bd5b4fb75c88a5f2804fe8f1375fe25b576db,[],30,['RxhhHQA5KhVD3mDwmkBGVA76rBGJSaUocG'],pubkeyhash,1413155065

65,0,False,['1b5b5011dbaa793dda1d47ff6067d1d7bcbdc043a0f699819d5f017141a91ace'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,68.00100619,340572138.4755626,ca895b47aacffbdbf906201821af2f9f,0.007781982421875,397,"Bruges, Belgium",1413155090,unknown user,,0,180813558.5613733,1b5b5011dbaa793dda1d47ff6067d1d7bcbdc043a0f699819d5f017141a91ace,[],68.00100619,['SGTcVAUpiYhC7MHy8CpcqxNh8krjjYAH4Y'],pubkeyhash,1413155090

66,1,False,['2d8c6a835c7ef7d7382cd4cd2f42377bb6fc0cf19f5b6c376660c0a8298d0649'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572168.4755626,e76ce017a085a6842d907bb921e0501a,0.008355392112489446,404,"Bruges, Belgium",1413155093,unknown user,,0,180813558.5613733,2d8c6a835c7ef7d7382cd4cd2f42377bb6fc0cf19f5b6c376660c0a8298d0649,[],30,['S8sqVFQD4fLTjtTsMy6ZZemVhQKvFftteJ'],pubkeyhash,1413155093

67,0,False,['827192c03aa2e11445d12240aaecb8d09a49c6662bfba36d461df6b283b8f17b'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572198.4755626,9b5d1991732a99ef14342ca932a9ffe3,0.009406733461387968,392,"Bruges, Belgium",1413155107,unknown user,,0,180813558.5613733,827192c03aa2e11445d12240aaecb8d09a49c6662bfba36d461df6b283b8f17b,[],30,['RxhhHQA5KhVD3mDwmkBGVA76rBGJSaUocG'],pubkeyhash,1413155107

68,0,False,['11742bd4a49351f67c96bc719042e9d99a44533cd7dff52b631e7a178e786d48'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572228.4755626,5053afa1d562765d3b534c185fe410d1,0.010339298104675,394,"Bruges, Belgium",1413155121,unknown user,,0,180813558.5613733,11742bd4a49351f67c96bc719042e9d99a44533cd7dff52b631e7a178e786d48,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155111

69,1,False,['62a5bb818de9821453a1a89cf1bdabdf081e39beecf0915889f8b360ff2a4730'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,2,0,30,340572258.4755626,5053afa1d562765d3b534c185fe410d1,0.0113643162031895,394,"Bruges, Belgium",1413155125,unknown user,,0,180813558.5613733,62a5bb818de9821453a1a89cf1bdabdf081e39beecf0915889f8b360ff2a4730,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155125

70,0,False,['28c8e64c53bed291f64850b7a5ba2eda64c8364cdf6d749a9bc9f895422c5ec1'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572288.4755626,5053afa1d562765d3b534c185fe410d1,0.01276608427271403,394,"Bruges, Belgium",1413155129,unknown user,,0,180813558.5613733,28c8e64c53bed291f64850b7a5ba2eda64c8364cdf6d749a9bc9f895422c5ec1,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155129

71,1,False,['89900617d2670acef0bb2b1c1fccc5be688645b5581e999028379b755f35920e'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,2,0,30,340572318.4755626,5053afa1d562765d3b534c185fe410d1,0.01434075838945854,394,"Bruges, Belgium",1413155139,unknown user,,0,180813558.5613733,89900617d2670acef0bb2b1c1fccc5be688645b5581e999028379b755f35920e,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155133

72,1,False,['bdf8bff742eaad31faaa5cc4380d366f7fbe3e6dbaa2ff9f2ab0aede77f4f6cb'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,2,0,30,340572348.4755626,5053afa1d562765d3b534c185fe410d1,0.01589953753416575,394,"Bruges, Belgium",1413155142,unknown user,,0,180813558.5613733,bdf8bff742eaad31faaa5cc4380d366f7fbe3e6dbaa2ff9f2ab0aede77f4f6cb,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155141

73,0,False,['522742054dc9eef8bed508406979ae148fb0889292b1c4a24e5c649327008508'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,2,0,30,340572378.4755626,5053afa1d562765d3b534c185fe410d1,0.0179001426876408,394,"Bruges, Belgium",1413155145,unknown user,,0,180813558.5613733,522742054dc9eef8bed508406979ae148fb0889292b1c4a24e5c649327008508,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155144

74,0,False,['cb032b49ba3a14c0989b2e55d68c3ccc79d7b8e293d8d37621c363ea052f99ef'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572408.4755626,5053afa1d562765d3b534c185fe410d1,0.0201524804909782,394,"Bruges, Belgium",1413155148,unknown user,,0,180813558.5613733,cb032b49ba3a14c0989b2e55d68c3ccc79d7b8e293d8d37621c363ea052f99ef,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155148

75,0,False,['afb72649175ba410634aa38d13172d27b67381269fdfdc2fb8d32f93009aa8dd'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572438.4755626,5053afa1d562765d3b534c185fe410d1,0.02268823078536902,400,"Bruges, Belgium",1413155158,unknown user,,0,180813558.5613733,afb72649175ba410634aa38d13172d27b67381269fdfdc2fb8d32f93009aa8dd,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155156

76,1,False,['8633b59a83e178a870540b13da0e274ad71954c325b2e7a3ce3fb66c57ad7dbb'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572468.4755626,5053afa1d562765d3b534c185fe410d1,0.02515434793873294,400,"Bruges, Belgium",1413155159,unknown user,,0,180813558.5613733,8633b59a83e178a870540b13da0e274ad71954c325b2e7a3ce3fb66c57ad7dbb,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155159

77,1,False,['960c44ef657bf7434b3885e80a1d587d0e310a7926bf66117b928c9af0047420'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572498.4755626,5053afa1d562765d3b534c185fe410d1,0.02844505982208545,400,"Bruges, Belgium",1413155172,unknown user,,0,180813558.5613733,960c44ef657bf7434b3885e80a1d587d0e310a7926bf66117b928c9af0047420,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155165

78,0,False,['5394121b3ece4bd98fa4c4d25e6541f359631c7a70f50ff38a57bdfe4de59c1c'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572528.4755626,5053afa1d562765d3b534c185fe410d1,0.03133257760950624,407,"Bruges, Belgium",1413155191,unknown user,,0,180813558.5613733,5394121b3ece4bd98fa4c4d25e6541f359631c7a70f50ff38a57bdfe4de59c1c,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155178

79,1,False,['88ea44862aa6e3fe4b23174f4b5e9714a46a2cee7c49dbadf58d9dbc5cd4e98f'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,2,0,30,340572558.4755626,5053afa1d562765d3b534c185fe410d1,0.03407167868070051,396,"Bruges, Belgium",1413155206,unknown user,,0,180813558.5613733,88ea44862aa6e3fe4b23174f4b5e9714a46a2cee7c49dbadf58d9dbc5cd4e98f,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155205

80,0,False,['9457333fa371949fc7c16762577e5e2379455165cddc8dd9db56710870cf02ef'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,2,0,30,340572588.4755626,5053afa1d562765d3b534c185fe410d1,0.03736894354829053,396,"Bruges, Belgium",1413155211,unknown user,,0,180813558.5613733,9457333fa371949fc7c16762577e5e2379455165cddc8dd9db56710870cf02ef,[],30,['S61jUD9G51dbigWv3Jkoi8atWMSPCERJgG'],pubkeyhash,1413155210

81,0,False,['d11eaad138547ca6d9eaf9c7355bc3fadd43453440c7de1f6a99280d5f7fe714'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572618.4755626,c01aa662c7bc039f6049de8ac93699d7,0.04188607830366976,393,"Bruges, Belgium",1413155229,unknown user,,0,180813558.5613733,d11eaad138547ca6d9eaf9c7355bc3fadd43453440c7de1f6a99280d5f7fe714,[],30,['SBvMjvVt7MgNRN4mbgW8ApRX4Ppaw9akdp'],pubkeyhash,1413155229

82,1,False,['090899f2f7f2fe3d736432b5599fcdb7912461a5bb9c3e138faf813bd764404a'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572648.4755626,c01aa662c7bc039f6049de8ac93699d7,0.04564510141382454,393,"Bruges, Belgium",1413155239,unknown user,,0,180813558.5613733,090899f2f7f2fe3d736432b5599fcdb7912461a5bb9c3e138faf813bd764404a,[],30,['SBvMjvVt7MgNRN4mbgW8ApRX4Ppaw9akdp'],pubkeyhash,1413155239

83,0,False,['4fbceff222719efdd610d12485b2dfc8f8b1f95b188640cdf0230b1a0529b0a1'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,2,0,74.35759548,340572722.833158,ca895b47aacffbdbf906201821af2f9f,0.05060652931178673,397,"Bruges, Belgium",1413155298,unknown user,,0,180813558.5613733,4fbceff222719efdd610d12485b2dfc8f8b1f95b188640cdf0230b1a0529b0a1,[],74.35759548,['SGTcVAUpiYhC7MHy8CpcqxNh8krjjYAH4Y'],pubkeyhash,1413155298

84,1,False,['0b42ed65bfc82e8b63d12c86c75f3e63b2821cf835055bd439e34c7b84340335'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572752.833158,0938e92562e1bb299527b2deab6b695f,0.0507059842113937,398,"Bruges, Belgium",1413155382,unknown user,,0,180813558.5613733,0b42ed65bfc82e8b63d12c86c75f3e63b2821cf835055bd439e34c7b84340335,[],30,['SDMN6MibXxA4Dd2QBL5EANrh5C5A2feMy8'],pubkeyhash,1413155320

85,1,False,['fe295e9d2844714e4a747ace65581670c3583cfa5efd4244108a2d375d2f7868'],180813558.5613733,00191f19cee0af93,proof-of-work ,False,1,0,30,340572782.833158,496312cc8a6b929226ec68bf90c560d6,0.04842707157171655,402,"Bruges, Belgium",1413155461,unknown user,,0,180813558.5613733,fe295e9d2844714e4a747ace65581670c3583cfa5efd4244108a2d375d2f7868,[],30,['SAB1NgfQEQQ93uM1jd8WwYH8TU3LnzuBKV'],pubkeyhash,1413155461

86,1,False,['bd114250e2d244a0867be46c95f31b3b0370c7a5d8c36b81cf071627afcf6d56'],180813558.5613733,00991f19cee0af93,proof-of-work stake-modifier ,False,2,0,30,340572812.833158,496312cc8a6b929226ec68bf90c560d6,0.04668772547745653,394,"Bruges, Belgium",1413155472,unknown user,,0,180813558.5613733,bd114250e2d244a0867be46c95f31b3b0370c7a5d8c36b81cf071627afcf6d56,[],30,['SAB1NgfQEQQ93uM1jd8WwYH8TU3LnzuBKV'],pubkeyhash,1413155472

87,1,False,['2f4feed506c8a21768f3245990cb610aab51ccb12fa7e287ea9e24a936773c67'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,2,0,30,340572842.833158,5ad8e9c33e44236cda5106caa834c5e1,0.05165023017394861,392,"Bruges, Belgium",1413155500,unknown user,,0,180813558.5613733,2f4feed506c8a21768f3245990cb610aab51ccb12fa7e287ea9e24a936773c67,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155499

88,0,False,['09111e13dc8abe7bef97ef8a05b13ca641219032d3c75376e5cd5951f56bc165'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340572872.833158,5ad8e9c33e44236cda5106caa834c5e1,0.05510801288250183,398,"Bruges, Belgium",1413155506,unknown user,,0,180813558.5613733,09111e13dc8abe7bef97ef8a05b13ca641219032d3c75376e5cd5951f56bc165,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155506

89,0,False,['d725599b874649a82cb003ab5689074e664a1128f6898fb538a5aa4ba88a28ea'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340572902.833158,5ad8e9c33e44236cda5106caa834c5e1,0.06163399928335839,398,"Bruges, Belgium",1413155508,unknown user,,0,180813558.5613733,d725599b874649a82cb003ab5689074e664a1128f6898fb538a5aa4ba88a28ea,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155508

90,1,False,['f165e7fa6af4a8666cf022700a3c893911fdcead0c37bc980548a5cbc82cf7a1'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340572932.833158,5ad8e9c33e44236cda5106caa834c5e1,0.06954282239759585,398,"Bruges, Belgium",1413155513,unknown user,,0,180813558.5613733,f165e7fa6af4a8666cf022700a3c893911fdcead0c37bc980548a5cbc82cf7a1,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155513

91,1,False,['cf50aefd672bbee962fb26e75d5d4b446ff639cc3f7a0b8d69c1013bc2ccd4bf'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340572962.833158,5ad8e9c33e44236cda5106caa834c5e1,0.07794918762042963,398,"Bruges, Belgium",1413155517,unknown user,,0,180813558.5613733,cf50aefd672bbee962fb26e75d5d4b446ff639cc3f7a0b8d69c1013bc2ccd4bf,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155517

92,0,False,['ee0c160233ae868d8f28121e5b9b6be6d7c040fac691d9351427554f403601de'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340572992.833158,5ad8e9c33e44236cda5106caa834c5e1,0.08756411815243519,397,"Bruges, Belgium",1413155535,unknown user,,0,180813558.5613733,ee0c160233ae868d8f28121e5b9b6be6d7c040fac691d9351427554f403601de,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155535

93,1,False,['5959e6769fab63c3cda8768f94be1d438e96136cdec52750cb4b99be35c4c640'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573022.833158,5ad8e9c33e44236cda5106caa834c5e1,0.09542245933242864,397,"Bruges, Belgium",1413155538,unknown user,,0,180813558.5613733,5959e6769fab63c3cda8768f94be1d438e96136cdec52750cb4b99be35c4c640,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155538

94,0,False,['11c64c6cb2510be30b6b656e16ba7321c2f4a5c49d1457215e216adbfdcb3ff6'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573052.833158,5ad8e9c33e44236cda5106caa834c5e1,0.1074293189340179,397,"Bruges, Belgium",1413155543,unknown user,,0,180813558.5613733,11c64c6cb2510be30b6b656e16ba7321c2f4a5c49d1457215e216adbfdcb3ff6,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155543

95,1,False,['e88d93360cd3e2df461fcc824134cc7bf7db0169ddfc7b8f02c321b7a7404526'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573082.833158,5ad8e9c33e44236cda5106caa834c5e1,0.1204154042051224,403,"Bruges, Belgium",1413155553,unknown user,,0,180813558.5613733,e88d93360cd3e2df461fcc824134cc7bf7db0169ddfc7b8f02c321b7a7404526,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155553

96,1,False,['b26f1af94ad9cb96e956d8c70a66e231bcdda916a8b70ff59a481f98450ba807'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573112.833158,5ad8e9c33e44236cda5106caa834c5e1,0.133504045762339,401,"Bruges, Belgium",1413155572,unknown user,,0,180813558.5613733,b26f1af94ad9cb96e956d8c70a66e231bcdda916a8b70ff59a481f98450ba807,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155572

97,0,False,['62eaa7973ffa417f24c9ee5fec2c64180a85b3168ec14f1024787ad2d11440c2'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573142.833158,5ad8e9c33e44236cda5106caa834c5e1,0.1451752248460414,398,"Bruges, Belgium",1413155582,unknown user,,0,180813558.5613733,62eaa7973ffa417f24c9ee5fec2c64180a85b3168ec14f1024787ad2d11440c2,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155581

98,0,False,['23da0502b2bc878b03eb14426e69ab96cc25cd8f4d09851611a19704e1cb99fa'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573172.833158,5ad8e9c33e44236cda5106caa834c5e1,0.1609551948482549,398,"Bruges, Belgium",1413155582,unknown user,,0,180813558.5613733,23da0502b2bc878b03eb14426e69ab96cc25cd8f4d09851611a19704e1cb99fa,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155582

99,1,False,['b6b697fc27c894bc995cb0f92c3c3d05100b67925bc00eb4d5cfdbc3f53cbadc'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573202.833158,496312cc8a6b929226ec68bf90c560d6,0.1824161264373255,403,"Bruges, Belgium",1413155618,unknown user,,0,180813558.5613733,b6b697fc27c894bc995cb0f92c3c3d05100b67925bc00eb4d5cfdbc3f53cbadc,[],30,['SAB1NgfQEQQ93uM1jd8WwYH8TU3LnzuBKV'],pubkeyhash,1413155609

100,1,False,['a9e5994111d2477c6cd63be7b877eb8ff2f3e21fd600661ee078635c6f38f7d1'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573232.833158,5ad8e9c33e44236cda5106caa834c5e1,0.1914246656969102,395,"Bruges, Belgium",1413155633,unknown user,,0,180813558.5613733,a9e5994111d2477c6cd63be7b877eb8ff2f3e21fd600661ee078635c6f38f7d1,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155633

101,0,False,['87375407323989ea48c05bb89e847b79f200e106fd4348324617e23368d21a5f'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,2,0,30,340573262.833158,5ad8e9c33e44236cda5106caa834c5e1,0.209949831168748,395,"Bruges, Belgium",1413155634,unknown user,,0,180813558.5613733,87375407323989ea48c05bb89e847b79f200e106fd4348324617e23368d21a5f,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155633

102,0,False,['1cc99e308cb02f9743633c2ec08b3e989aa25c69b4a728e94932ff71f6d545d4'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573292.833158,5ad8e9c33e44236cda5106caa834c5e1,0.2374164052254432,401,"Bruges, Belgium",1413155681,unknown user,,0,180813558.5613733,1cc99e308cb02f9743633c2ec08b3e989aa25c69b4a728e94932ff71f6d545d4,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155681

103,0,False,['fd60cfdf43dea71d01f0736e04de3daa1226cee84161a3c65ee690c3f43027ac'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,2,0,30,340573322.833158,5ad8e9c33e44236cda5106caa834c5e1,0.2436272523485392,398,"Bruges, Belgium",1413155693,unknown user,,0,180813558.5613733,fd60cfdf43dea71d01f0736e04de3daa1226cee84161a3c65ee690c3f43027ac,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155693

104,1,False,['20ade7724add6ccd2ef0e2b28a4e4361c70f16cd4f2dde79d9d7fc15b400baff'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,2,0,30,340573352.833158,5ad8e9c33e44236cda5106caa834c5e1,0.2689398758202389,401,"Bruges, Belgium",1413155750,unknown user,,0,180813558.5613733,20ade7724add6ccd2ef0e2b28a4e4361c70f16cd4f2dde79d9d7fc15b400baff,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155703

105,0,False,['c8e239fe7e3c0564c1555e18f1ef0e9c84d05e2437198c3d39a0ca74c7706073'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,2,0,30,340573382.833158,5ad8e9c33e44236cda5106caa834c5e1,0.27053189952321,397,"Bruges, Belgium",1413155804,unknown user,,0,180813558.5613733,c8e239fe7e3c0564c1555e18f1ef0e9c84d05e2437198c3d39a0ca74c7706073,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155779

106,0,False,['1c73b7335fb3fad853b7c81e8e97be08a76e01b75af37444f3d003abbd32e8de'],180813558.5613733,00991f19cee0af93,proof-of-work ,False,1,0,30,340573412.833158,5ad8e9c33e44236cda5106caa834c5e1,0.2737525846404478,403,"Bruges, Belgium",1413155808,unknown user,,0,180813558.5613733,1c73b7335fb3fad853b7c81e8e97be08a76e01b75af37444f3d003abbd32e8de,[],30,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413155808

